,"Northbound: 54th Avenue",,,,,,,"Southbound: 54th Avenue",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,,,,,,,,,,,
12:00-12:30,,,,,,,,,,,,,
"11:30-12:30pm Total:",,,,,,,,,,,,,
12:30-1:00,,,,,,,,,,,,,
1:00-1:30,,,1,,,,,,,,,,
"12:30-1:30pm Total:",,,1,,,,,,,,,,
"11:30-1:30 pm Total:",,,1,,,,,,,,,,
"Total # of Bikes NB: ",,1,,,,,,"Total # of Bikes SB: ",,,,,
,,,,,,,,,,,,,
,"Eastbound: International Blvd",,,,,,,"Westbound: International Blvd",,,,,
Time,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds,,"Right Turn","Left Turn",Through,"Bikes on Sidewalk","Bikes on Buses",Peds
11:30-12:00,,,1,,,,,,,,2,,
12:00-12:30,,,,4,,,,,,,1,,
"11:30-12:30pm Total:",,,1,4,,,,,,,3,,
12:30-1:00,,,,5,,,,,,,5,,
1:00-1:30,,,1,1,,,,,,1,2,,
"12:30-1:30pm Total:",,,1,6,,,,,,1,7,,
"11:30-1:30 pm Total:",,,2,10,,,,,,1,10,,
"Total # of Bikes EB: ",,12,,,,,,"Total # of Bikes WB: ",,,11,,
,,,,,,,,,,,,,
,,,"Total # of Bikes Counted (11:30-1:30pm): ",,,,,,24,,,,
,,,,,,,,,,,,,
"Field Observations:",,,,,,,,,,,,,
